document_id;document_number;document_type_id;document_name;document_description;document_date;file_path;original_filename;file_extension;file_size;is_minutes;minutes_number;document_status;signature_date;document_version;observations;is_confidential;is_active;created_at;created_by_user_id;updated_at;updated_by_user_id;project_id
;;99;2013_5731_otras actas_2.pdf;;10/02/2016;2013_5731_otras actas_2.pdf;2013_5731_otras actas_2.pdf;.pdf;;;;;;;ADICIÓN No 2;;1;;1023889556;;;5731
;;99;2014_5756_otras actas_4.pdf;;10/02/2016;2014_5756_otras actas_4.pdf;2014_5756_otras actas_4.pdf;.pdf;;;;;;;RESOLUCIÓN Nº 031 4/03/2014 PAGO HONORARIOS PRIMER Y SEGUNDO BIMESTRE  DE 2014;;1;;1023889556;;;5756
;;99;2013_5717_otras actas_7.pdf;;10/02/2016;2013_5717_otras actas_7.pdf;2013_5717_otras actas_7.pdf;.pdf;;;;;;;"	
PÓLIZA No N-B100032498 ANEXO 2";;1;;1023889556;;;5717
;;99;2013_5717_otras actas_8.pdf;;10/02/2016;2013_5717_otras actas_8.pdf;2013_5717_otras actas_8.pdf;.pdf;;;;;;;PÓLIZA No N-B100032498 ANEXO 2 AMPARA LA RESPONSABILIDAD CIVIL;;1;;1023889556;;;5717
;;99;2013_5717_otras actas_9.pdf;;10/02/2016;2013_5717_otras actas_9.pdf;2013_5717_otras actas_9.pdf;.pdf;;;;;;;PÓLIZA No N-B100032498 ANEXO 3;;1;;1023889556;;;5717
;;99;2013_5717_otras actas_10.pdf;;10/02/2016;2013_5717_otras actas_10.pdf;2013_5717_otras actas_10.pdf;.pdf;;;;;;;PÓLIZA No N-B100002865 ANEXO 3;;1;;1023889556;;;5717
;;99;2013_5718_otras actas_5.pdf;;10/02/2016;2013_5718_otras actas_5.pdf;2013_5718_otras actas_5.pdf;.pdf;;;;;;;PÓLIZA No NB-100032216 ANEXO 2;;1;;1023889556;;;5718
;;99;2013_5718_otras actas_6.pdf;;10/02/2016;2013_5718_otras actas_6.pdf;2013_5718_otras actas_6.pdf;.pdf;;;;;;;PÓLIZA No NB-100004167 ANEXO 0;;1;;1023889556;;;5718
;;6;2014_5958_presupuesto_1.pdf;;10/02/2016;2014_5958_presupuesto_1.pdf;2014_5958_presupuesto_1.pdf;.pdf;;;;;;;INFORMACIÓN GENERAL DEL PROYECTO ;;1;;1023889556;;;5958
;;6;2014_5958_presupuesto_2.pdf;;10/02/2016;2014_5958_presupuesto_2.pdf;2014_5958_presupuesto_2.pdf;.pdf;;;;;;;SOLICITUD DE MODIFICACIÓN DE PRESUPUESTO ;;1;;1023889556;;;5958
;;99;2013_5718_otras actas_7.pdf;;10/02/2016;2013_5718_otras actas_7.pdf;2013_5718_otras actas_7.pdf;.pdf;;;;;;;PÓLIZA No NB-100032216 ANEXO 1;;1;;1023889556;;;5718
;;99;2013_5718_otras actas_8.pdf;;10/02/2016;2013_5718_otras actas_8.pdf;2013_5718_otras actas_8.pdf;.pdf;;;;;;;PÓLIZA No NB-100002798 ANEXO 1;;1;;1023889556;;;5718
;;99;2013_5718_otras actas_9.pdf;;10/02/2016;2013_5718_otras actas_9.pdf;2013_5718_otras actas_9.pdf;.pdf;;;;;;;PÓLIZA No NB-100032216 ANEXO 0;;1;;1023889556;;;5718
;;99;2013_5718_otras actas_10.pdf;;10/02/2016;2013_5718_otras actas_10.pdf;2013_5718_otras actas_10.pdf;.pdf;;;;;;;PÓLIZA No NB-100002798 ANEXO 0;;1;;1023889556;;;5718
;;99;2008_5635_otras actas_2.pdf;;11/02/2016;2008_5635_otras actas_2.pdf;2008_5635_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA Nº 21-44-101115395;;1;;1023889556;;;5635
;;99;2008_5635_otras actas_3.pdf;;11/02/2016;2008_5635_otras actas_3.pdf;2008_5635_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA Nº 21-44-101115395 ANEXO 3;;1;;1023889556;;;5635
;;99;2015_5859_otras actas_2.pdf;;11/02/2016;2015_5859_otras actas_2.pdf;2015_5859_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA Nº 17-40-101012336  RESPONSABILIDAD CIVIL EXTRA CONTRACTUAL;;1;;1023889556;;;5859
;;99;2015_5859_otras actas_3.pdf;;11/02/2016;2015_5859_otras actas_3.pdf;2015_5859_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA Nº 17-44-101124036  CUMPLIMIENTO ENTIDAD ESTATAL;;1;;1023889556;;;5859
;;99;2015_5859_otras actas_4.pdf;;11/02/2016;2015_5859_otras actas_4.pdf;2015_5859_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA Nº 17-44-101124036 CUMPLIMIENTO ENTIDAD ESTATAL ANEXO 1;;1;;1023889556;;;5859
;;99;2015_5859_otras actas_5.pdf;;11/02/2016;2015_5859_otras actas_5.pdf;2015_5859_otras actas_5.pdf;.pdf;;;;;;;PÓLIZA Nº 17-44-101124036 RESPONSABILIDAD CIVIL ANEXO 1;;1;;1023889556;;;5859
;;99;2015_5859_otras actas_6.pdf;;11/02/2016;2015_5859_otras actas_6.pdf;2015_5859_otras actas_6.pdf;.pdf;;;;;;;PÓLIZA Nº 17-44-101124036 CUMPLIMIENTO ENTIDAD ESTATAL ANEXO 2;;1;;1023889556;;;5859
;;99;2015_5859_otras actas_7.pdf;;11/02/2016;2015_5859_otras actas_7.pdf;2015_5859_otras actas_7.pdf;.pdf;;;;;;;PÓLIZA Nº 17-40-101012336 RESPONSABILIDAD CIVIL EXTRA CONTRACTUAL ANEXO 2;;1;;1023889556;;;5859
;;99;2015_5859_otras actas_8.pdf;;11/02/2016;2015_5859_otras actas_8.pdf;2015_5859_otras actas_8.pdf;.pdf;;;;;;;PÓLIZA Nº 17-44-101124746 CUMPLIMIENTO ENTIDAD ESTATAL;;1;;1023889556;;;5859
;;99;2014_5792_otras actas_6.pdf;;11/02/2016;2014_5792_otras actas_6.pdf;2014_5792_otras actas_6.pdf;.pdf;;;;;;;PÓLIZA Nº 17-44-101011682 RESPONSABILIDAD CIVIL;;1;;1023889556;;;5792
;;99;2014_5792_otras actas_7.pdf;;11/02/2016;2014_5792_otras actas_7.pdf;2014_5792_otras actas_7.pdf;.pdf;;;;;;;PÓLIZA Nº 17-44-101118837 CUMPLIMIENTO;;1;;1023889556;;;5792
;;99;2014_5792_otras actas_8.pdf;;11/02/2016;2014_5792_otras actas_8.pdf;2014_5792_otras actas_8.pdf;.pdf;;;;;;;PÓLIZA Nº 17-44-101011682 RESPONSABILIDAD CIVIL ANEXO 1;;1;;1023889556;;;5792
;;99;2015_5870_otras actas_1.pdf;;11/02/2016;2015_5870_otras actas_1.pdf;2015_5870_otras actas_1.pdf;.pdf;;;;;;;PÓLIZA Nº 17-44-101127602 CUMPLIMIENTO ENTIDAD;;1;;1023889556;;;5870
;;99;2014_5833_otras actas_3.pdf;;11/02/2016;2014_5833_otras actas_3.pdf;2014_5833_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA Nº 36 GU037597;;1;;1023889556;;;5833
;;99;2014_5857_otras actas_2.pdf;;11/02/2016;2014_5857_otras actas_2.pdf;2014_5857_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA Nº 36 GU037685;;1;;1023889556;;;5857
;;99;2014_5857_otras actas_3.pdf;;11/02/2016;2014_5857_otras actas_3.pdf;2014_5857_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA Nº 36 RO007376;;1;;1023889556;;;5857
;;99;2012_5648_otras actas_2.pdf;;11/02/2016;2012_5648_otras actas_2.pdf;2012_5648_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA Nº 31 GU096022;;1;;1023889556;;;5648
;;99;2012_5611_otras actas_6.pdf;;11/02/2016;2012_5611_otras actas_6.pdf;2012_5611_otras actas_6.pdf;.pdf;;;;;;;PÓLIZA MODIFICADA No 31 RO022285;;1;;1023889556;;;5611
;;99;2012_5611_otras actas_7.pdf;;11/02/2016;2012_5611_otras actas_7.pdf;2012_5611_otras actas_7.pdf;.pdf;;;;;;;PÓLIZA No 31 GU096597;;1;;1023889556;;;5611
;;99;2012_5648_otras actas_3.pdf;;11/02/2016;2012_5648_otras actas_3.pdf;2012_5648_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA Nº 31 GU096022;;1;;1023889556;;;5648
;;99;2014_5855_otras actas_2.pdf;;11/02/2016;2014_5855_otras actas_2.pdf;2014_5855_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA  31 GU109268;;1;;1023889556;;;5855
;;99;2014_5855_otras actas_3.pdf;;11/02/2016;2014_5855_otras actas_3.pdf;2014_5855_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA 31 RE001020;;1;;1023889556;;;5855
;;99;2014_5855_otras actas_4.pdf;;11/02/2016;2014_5855_otras actas_4.pdf;2014_5855_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA 31 GU 109268;;1;;1023889556;;;5855
;;99;2013_5723_otras actas_3.pdf;;11/02/2016;2013_5723_otras actas_3.pdf;2013_5723_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA NB-1100032058;;1;;1023889556;;;5723
;;99;2013_5723_otras actas_4.pdf;;11/02/2016;2013_5723_otras actas_4.pdf;2013_5723_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA NB-100037531;;1;;1023889556;;;5723
;;99;2012_5548_otras actas_2.pdf;;11/02/2016;2012_5548_otras actas_2.pdf;2012_5548_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA 15-44-101094822 CUMPLIMIENTO;;1;;1023889556;;;5548
;;99;2012_5548_otras actas_3.pdf;;11/02/2016;2012_5548_otras actas_3.pdf;2012_5548_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA 15-44-101022842 RESPONSABILIDAD CIVIL;;1;;1023889556;;;5548
;;99;2012_5548_otras actas_4.pdf;;11/02/2016;2012_5548_otras actas_4.pdf;2012_5548_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA 15-40-101022842 RESPONSABILIDAD CIVIL ANEXO 2;;1;;1023889556;;;5548
;;99;2012_5548_otras actas_5.pdf;;18/05/2016;2012_5548_otras actas_5.pdf;2012_5548_otras actas_5.pdf;.pdf;;;;;;;OTRO SI Nº 2;;1;;79120966;;;5548
;;99;2008_5635_otras actas_4.pdf;;11/02/2016;2008_5635_otras actas_4.pdf;2008_5635_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA Nº 21-44-101115395 ANEXO 6;;1;;1023889556;;;5635
;;99;2008_5635_otras actas_5.pdf;;11/02/2016;2008_5635_otras actas_5.pdf;2008_5635_otras actas_5.pdf;.pdf;;;;;;;PÓLIZA Nº 21-44-101115395 ANEXO 1;;1;;1023889556;;;5635
;;99;2008_5635_otras actas_6.pdf;;11/02/2016;2008_5635_otras actas_6.pdf;2008_5635_otras actas_6.pdf;.pdf;;;;;;;PÓLIZA Nº 21-44-101028166 CUMPLIMIENTO ANEXO 0;;1;;1023889556;;;5635
;;99;2015_5846_otras actas_4.pdf;;11/02/2016;2015_5846_otras actas_4.pdf;2015_5846_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA Nº 17-44-101122434 CUMPLIMIENTO ANEXO 0;;1;;1023889556;;;5846
;;99;2014_5829_otras actas_1.pdf;;11/02/2016;2014_5829_otras actas_1.pdf;2014_5829_otras actas_1.pdf;.pdf;;;;;;;PÓLIZA Nº 07 GU020766;;1;;1023889556;;;5829
;;99;2014_5829_otras actas_2.pdf;;11/02/2016;2014_5829_otras actas_2.pdf;2014_5829_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA Nº 07 GU 020766;;1;;1023889556;;;5829
;;99;2014_5829_otras actas_3.pdf;;11/02/2016;2014_5829_otras actas_3.pdf;2014_5829_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA Nº 07 GU020769;;1;;1023889556;;;5829
;;99;2014_5851_otras actas_1.pdf;;11/02/2016;2014_5851_otras actas_1.pdf;2014_5851_otras actas_1.pdf;.pdf;;;;;;;PÓLIZA Nº 07 GU020769;;1;;1023889556;;;5851
;;99;2012_5562_otras actas_8.pdf;;11/02/2016;2012_5562_otras actas_8.pdf;2012_5562_otras actas_8.pdf;.pdf;;;;;;;PÓLIZA ANEXO 4;;1;;1023889556;;;5562
;;99;2014_5811_otras actas_3.pdf;;11/02/2016;2014_5811_otras actas_3.pdf;2014_5811_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA 36 GU037662;;1;;1023889556;;;5811
;;99;2014_5831_otras actas_4.pdf;;11/02/2016;2014_5831_otras actas_4.pdf;2014_5831_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA 36 GU37697;;1;;1023889556;;;5831
;;99;2014_5831_otras actas_5.pdf;;11/02/2016;2014_5831_otras actas_5.pdf;2014_5831_otras actas_5.pdf;.pdf;;;;;;;PÓLIZA 36 RE001548;;1;;1023889556;;;5831
;;99;2015_5846_otras actas_5.pdf;;11/02/2016;2015_5846_otras actas_5.pdf;2015_5846_otras actas_5.pdf;.pdf;;;;;;;PÓLIZA 31 CU069058;;1;;1023889556;;;5846
;;99;2013_5639_otras actas_5.pdf;;11/02/2016;2013_5639_otras actas_5.pdf;2013_5639_otras actas_5.pdf;.pdf;;;;;;;PÓLIZA NB-100031135;;1;;1023889556;;;5639
;;99;2013_5667_otras actas_3.pdf;;11/02/2016;2013_5667_otras actas_3.pdf;2013_5667_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA NB-100031428;;1;;1023889556;;;5667
;;99;2015_5873_otras actas_2.pdf;;11/02/2016;2015_5873_otras actas_2.pdf;2015_5873_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA ;;1;;1023889556;;;5873
;;99;2015_5862_otras actas_3.pdf;;11/02/2016;2015_5862_otras actas_3.pdf;2015_5862_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA 36 GU038373;;1;;1023889556;;;5862
;;99;2014_5794_otras actas_2.pdf;;11/02/2016;2014_5794_otras actas_2.pdf;2014_5794_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA 36 GU037189;;1;;1023889556;;;5794
;;99;2014_5779_otras actas_5.pdf;;11/02/2016;2014_5779_otras actas_5.pdf;2014_5779_otras actas_5.pdf;.pdf;;;;;;;PÓLIZA 36 GU037046;;1;;1023889556;;;5779
;;99;2014_5794_otras actas_3.pdf;;11/02/2016;2014_5794_otras actas_3.pdf;2014_5794_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA 36 GU037189;;1;;1023889556;;;5794
;;99;2014_5836_otras actas_8.pdf;;11/02/2016;2014_5836_otras actas_8.pdf;2014_5836_otras actas_8.pdf;.pdf;;;;;;;PÓLIZA Nº 36 GU037688;;1;;1023889556;;;5836
;;99;2014_5836_otras actas_9.pdf;;11/02/2016;2014_5836_otras actas_9.pdf;2014_5836_otras actas_9.pdf;.pdf;;;;;;;PÓLIZA Nº 36 RE001555;;1;;1023889556;;;5836
;;99;2014_5819_otras actas_3.pdf;;11/02/2016;2014_5819_otras actas_3.pdf;2014_5819_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA Nº 36 RE001549;;1;;1023889556;;;5819
;;99;2014_5819_otras actas_4.pdf;;11/02/2016;2014_5819_otras actas_4.pdf;2014_5819_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA Nº 36 GU037700;;1;;1023889556;;;5819
;;99;2015_5865_otras actas_2.pdf;;11/02/2016;2015_5865_otras actas_2.pdf;2015_5865_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA Nº 36 GU038737;;1;;1023889556;;;5865
;;99;2014_5841_otras actas_4.pdf;;11/02/2016;2014_5841_otras actas_4.pdf;2014_5841_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA Nº 36 GU037614;;1;;1023889556;;;5841
;;99;2013_5702_otras actas_3.pdf;;12/02/2016;2013_5702_otras actas_3.pdf;2013_5702_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA Nº 0969779-8 ;;1;;1023889556;;;5702
;;99;2013_5731_otras actas_3.pdf;;12/02/2016;2013_5731_otras actas_3.pdf;2013_5731_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA Nº 0971002-0;;1;;1023889556;;;5731
;;99;2014_5703_otras actas_5.pdf;;12/02/2016;2014_5703_otras actas_5.pdf;2014_5703_otras actas_5.pdf;.pdf;;;;;;;PÓLIZA No 31 CU 069058;;1;;1023889556;;;5703
;;99;2015_5827_otras actas_1.pdf;;12/02/2016;2015_5827_otras actas_1.pdf;2015_5827_otras actas_1.pdf;.pdf;;;;;;;PÓLIZA No 31 CU109210;;1;;1023889556;;;5827
;;99;2008_5038_otras actas_2.pdf;;12/02/2016;2008_5038_otras actas_2.pdf;2008_5038_otras actas_2.pdf;.pdf;;;;;;;ACTA DE SUSPENSIÓN  N 8;;1;;1023889556;;;5038
;;99;2013_5748_otras actas_1.pdf;;12/02/2016;2013_5748_otras actas_1.pdf;2013_5748_otras actas_1.pdf;.pdf;;;;;;;PÓLIZA Nº 15-44-101111774;;1;;1023889556;;;5748
;;99;2012_5549_otras actas_2.pdf;;12/02/2016;2012_5549_otras actas_2.pdf;2012_5549_otras actas_2.pdf;.pdf;;;;;;;PÓLIZA Nº 15-44-101094833;;1;;1023889556;;;5549
;;99;2012_5486_otras actas_3.pdf;;12/02/2016;2012_5486_otras actas_3.pdf;2012_5486_otras actas_3.pdf;.pdf;;;;;;;PÓLIZA No 0737784-1 DEL 12/07/2013-04/09/2013-18/09/2013 ;;1;;1023889556;;;5486
;;99;2012_5486_otras actas_4.pdf;;12/02/2016;2012_5486_otras actas_4.pdf;2012_5486_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA No 0207684;;1;;1023889556;;;5486
;;99;2012_5478_otras actas_4.pdf;;12/02/2016;2012_5478_otras actas_4.pdf;2012_5478_otras actas_4.pdf;.pdf;;;;;;;PÓLIZA No 0722838-3;;1;;1023889556;;;5478
;;15;2015_5962_prorroga_1.pdf;;10/02/2017;2015_5962_prorroga_1.pdf;2015_5962_prorroga_1.pdf;.pdf;;;;;;;PRORROGA N° 1;;1;;1104069269;;;5962
;;1;2016_6099_acta inicio_1.pdf;;13/02/2017;2016_6099_acta inicio_1.pdf;2016_6099_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6099
;;15;2015_5950_prorroga_1.pdf;;13/02/2017;2015_5950_prorroga_1.pdf;2015_5950_prorroga_1.pdf;.pdf;;;;;;;PRÓRROGA Y ADICIÓN N° 001;;1;;1104069269;;;5950
;;99;2016_6047_otras actas_2.pdf;;13/02/2017;2016_6047_otras actas_2.pdf;2016_6047_otras actas_2.pdf;.pdf;;;;;;;SUSPENSIÓN ;;1;;1104069269;;;6047
;;99;2015_5963_otras actas_3.pdf;;21/02/2017;2015_5963_otras actas_3.pdf;2015_5963_otras actas_3.pdf;.pdf;;;;;;;ADICIÓN N° 002 Y PÓLIZA- MODIFICACIÓN;;1;;1104069269;;;5963
;;3;2015_5938_acta de suspension_4.pdf;;13/02/2017;2015_5938_acta de suspension_4.pdf;2015_5938_acta de suspension_4.pdf;.pdf;;;;;;;ACTA DE SUSPENSIÓN N° 4 ;;1;;1104069269;;;5938
;;99;2015_5937_otras actas_4.pdf;;13/02/2017;2015_5937_otras actas_4.pdf;2015_5937_otras actas_4.pdf;.pdf;;;;;;;ADICIÓN N° 1;;1;;1104069269;;;5937
;;1;2016_6078_acta inicio_1.pdf;;13/02/2017;2016_6078_acta inicio_1.pdf;2016_6078_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6078
;;1;2016_6072_acta inicio_1.pdf;;13/02/2017;2016_6072_acta inicio_1.pdf;2016_6072_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6072
;;1;2016_6076_acta inicio_1.pdf;;13/02/2017;2016_6076_acta inicio_1.pdf;2016_6076_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6076
;;1;2016_6079_acta inicio_1.pdf;;13/02/2017;2016_6079_acta inicio_1.pdf;2016_6079_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6079
;;4;2016_6080_minuta_1.pdf;;14/02/2017;2016_6080_minuta_1.pdf;2016_6080_minuta_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6080
;;1;2016_6080_acta inicio_1.pdf;;14/02/2017;2016_6080_acta inicio_1.pdf;2016_6080_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6080
;;4;2016_6109_minuta_1.pdf;;16/02/2017;2016_6109_minuta_1.pdf;2016_6109_minuta_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6109
;;1;2016_6109_acta inicio_1.pdf;;16/02/2017;2016_6109_acta inicio_1.pdf;2016_6109_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6109
;;9;2016_5970_terminacion_1.pdf;;16/02/2017;2016_5970_terminacion_1.pdf;2016_5970_terminacion_1.pdf;.pdf;;;;;;;ACTA DE TERMINACIÓN BILATERAL ;;1;;1104069269;;;5970
;;4;2016_6110_minuta_1.pdf;;16/02/2017;2016_6110_minuta_1.pdf;2016_6110_minuta_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6110
;;1;2016_6110_acta inicio_1.pdf;;16/02/2017;2016_6110_acta inicio_1.pdf;2016_6110_acta inicio_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6110
;;6;2016_6110_presupuesto_1.pdf;;16/02/2017;2016_6110_presupuesto_1.pdf;2016_6110_presupuesto_1.pdf;.pdf;;;;;;;VERSIÓN N° 1;;1;;1104069269;;;6110
;;4;2016_6111_minuta_1.pdf;;16/02/2017;2016_6111_minuta_1.pdf;2016_6111_minuta_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6111
;;6;2015_5937_presupuesto_2.pdf;;17/02/2017;2015_5937_presupuesto_2.pdf;2015_5937_presupuesto_2.pdf;.pdf;;;;;;;VERSIÓN N° 2;;1;;1104069269;;;5937
;;6;2015_5937_presupuesto_3.pdf;;17/02/2017;2015_5937_presupuesto_3.pdf;2015_5937_presupuesto_3.pdf;.pdf;;;;;;;VERSIÓN N° 3;;1;;1104069269;;;5937
;;99;2015_5871_otras actas_1.pdf;;17/02/2017;2015_5871_otras actas_1.pdf;2015_5871_otras actas_1.pdf;.pdf;;;;;;;Póliza de responsabilidad civil;;1;;1104069269;;;5871
;;4;2016_6078_minuta_1.pdf;;20/02/2017;2016_6078_minuta_1.pdf;2016_6078_minuta_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6078
;;4;2016_6079_minuta_1.pdf;;20/02/2017;2016_6079_minuta_1.pdf;2016_6079_minuta_1.pdf;.pdf;;;;;;;;;1;;1104069269;;;6079
